PA14_RS00560	protein_coding
PA14_RS00565	protein_coding
PA14_RS00570	protein_coding
PA14_RS00575	protein_coding
PA14_RS00580	protein_coding
PA14_RS00585	protein_coding
PA14_RS00590	protein_coding
PA14_RS00595	protein_coding
PA14_RS00600	protein_coding
PA14_RS00605	protein_coding
PA14_RS00610	protein_coding
PA14_RS00615	protein_coding
PA14_RS00620	protein_coding
PA14_RS00625	protein_coding
PA14_RS00630	protein_coding
PA14_RS00635	protein_coding
PA14_RS00640	protein_coding
PA14_RS00645	protein_coding
PA14_RS00650	protein_coding
PA14_RS00655	protein_coding
PA14_RS00660	protein_coding
PA14_RS00665	protein_coding
PA14_RS00670	protein_coding
PA14_RS00675	protein_coding
PA14_RS00680	protein_coding
PA14_RS00690	protein_coding
PA14_RS00695	protein_coding
PA14_RS00700	protein_coding
PA14_RS00705	protein_coding
PA14_RS00710	protein_coding
PA14_RS00715	protein_coding
PA14_RS00720	protein_coding
PA14_RS00725	protein_coding
PA14_RS00730	protein_coding
PA14_RS00735	protein_coding
PA14_RS00740	protein_coding
PA14_RS00745	protein_coding
PA14_RS00750	protein_coding
PA14_RS00755	protein_coding
PA14_RS00760	protein_coding
PA14_RS00765	protein_coding
PA14_RS00770	protein_coding
PA14_RS00775	protein_coding
PA14_RS00780	protein_coding
PA14_RS00785	protein_coding
PA14_RS00790	protein_coding
PA14_RS00795	protein_coding
PA14_RS00800	protein_coding
PA14_RS00805	protein_coding
PA14_RS00810	protein_coding
PA14_RS00815	protein_coding
PA14_RS00825	protein_coding
PA14_RS00830	protein_coding
PA14_RS00835	protein_coding
PA14_RS31175	protein_coding
PA14_RS00845	protein_coding
PA14_RS00850	protein_coding
PA14_RS00855	protein_coding
PA14_RS00860	protein_coding
PA14_RS00865	protein_coding
PA14_RS00870	protein_coding
PA14_RS00875	protein_coding
PA14_RS00880	protein_coding
PA14_RS00885	protein_coding
PA14_RS00890	protein_coding
PA14_RS00895	protein_coding
PA14_RS00900	protein_coding
PA14_RS00905	protein_coding
PA14_RS00910	protein_coding
PA14_RS00915	protein_coding
PA14_RS00920	protein_coding
PA14_RS00925	protein_coding
PA14_RS00930	protein_coding
PA14_RS00935	protein_coding
PA14_RS00940	protein_coding
PA14_RS00945	protein_coding
PA14_RS00950	protein_coding
PA14_RS00955	protein_coding
PA14_RS00960	protein_coding
PA14_RS00965	protein_coding
PA14_RS00970	protein_coding
PA14_RS00975	protein_coding
PA14_RS00980	protein_coding
PA14_RS00985	protein_coding
PA14_RS00990	protein_coding
PA14_RS00995	protein_coding
PA14_RS01000	protein_coding
PA14_RS01005	protein_coding
PA14_RS01010	protein_coding
PA14_RS01015	protein_coding
PA14_RS01020	protein_coding
PA14_RS01025	protein_coding
PA14_RS01030	protein_coding
PA14_RS01035	protein_coding
PA14_RS01040	protein_coding
PA14_RS01045	protein_coding
PA14_RS01050	protein_coding
PA14_RS01055	protein_coding
PA14_RS01060	protein_coding
PA14_RS01065	protein_coding
PA14_RS01070	protein_coding
PA14_RS01075	protein_coding
PA14_RS01080	protein_coding
PA14_RS01085	protein_coding
PA14_RS01090	protein_coding
PA14_RS01095	protein_coding
PA14_RS01100	protein_coding
PA14_RS01105	protein_coding
PA14_RS01110	protein_coding
PA14_RS01115	protein_coding
PA14_RS01120	protein_coding
PA14_RS01125	protein_coding
PA14_RS01130	protein_coding
PA14_RS01135	protein_coding
PA14_RS01140	protein_coding
PA14_RS01145	protein_coding
PA14_RS01150	protein_coding
PA14_RS01155	protein_coding
PA14_RS01160	protein_coding
PA14_RS01165	protein_coding
PA14_RS01170	protein_coding
PA14_RS01175	protein_coding
PA14_RS01180	protein_coding
PA14_RS01185	protein_coding
PA14_RS01190	protein_coding
PA14_RS01195	protein_coding
PA14_RS01200	protein_coding
PA14_RS01205	protein_coding
PA14_RS01210	protein_coding
PA14_RS01215	protein_coding
PA14_RS01220	protein_coding
PA14_RS01225	protein_coding
PA14_RS01230	protein_coding
PA14_RS01235	protein_coding
PA14_RS01240	protein_coding
PA14_RS01245	protein_coding
PA14_RS01250	protein_coding
PA14_RS01255	protein_coding
PA14_RS01260	protein_coding
PA14_RS01265	protein_coding
PA14_RS01270	protein_coding
PA14_RS01275	protein_coding
PA14_RS01280	protein_coding
PA14_RS29980	protein_coding
PA14_RS01295	protein_coding
PA14_RS01300	protein_coding
PA14_RS01305	protein_coding
PA14_RS01310	protein_coding
PA14_RS01315	protein_coding
PA14_RS01320	protein_coding
PA14_RS01325	protein_coding
PA14_RS01330	protein_coding
PA14_RS01335	protein_coding
PA14_RS01345	protein_coding
PA14_RS01355	protein_coding
PA14_RS29985	protein_coding
PA14_RS01360	protein_coding
PA14_RS01365	protein_coding
PA14_RS01370	protein_coding
PA14_RS01375	protein_coding
PA14_RS01380	protein_coding
PA14_RS31330	protein_coding
PA14_RS01385	protein_coding
PA14_RS01390	protein_coding
PA14_RS01395	protein_coding
PA14_RS01400	protein_coding
PA14_RS01405	protein_coding
PA14_RS31735	protein_coding
PA14_RS01415	tRNA
PA14_RS01425	protein_coding
PA14_RS01430	protein_coding
PA14_RS01435	protein_coding
PA14_RS01440	protein_coding
PA14_RS01445	protein_coding
PA14_RS01450	protein_coding
PA14_RS01455	protein_coding
PA14_RS01460	protein_coding
PA14_RS01465	protein_coding
PA14_RS01470	protein_coding
PA14_RS01475	protein_coding
PA14_RS01480	protein_coding
PA14_RS01485	protein_coding
PA14_RS01490	protein_coding
PA14_RS01495	protein_coding
PA14_RS01500	protein_coding
PA14_RS01505	protein_coding
PA14_RS01510	protein_coding
PA14_RS01515	protein_coding
PA14_RS01520	protein_coding
PA14_RS01525	protein_coding
PA14_RS01530	protein_coding
PA14_RS01535	protein_coding
PA14_RS01540	protein_coding
PA14_RS01545	protein_coding
PA14_RS01550	protein_coding
PA14_RS01555	protein_coding
PA14_RS01560	protein_coding
PA14_RS01565	protein_coding
PA14_RS01570	protein_coding
PA14_RS01575	protein_coding
PA14_RS01580	protein_coding
PA14_RS01585	protein_coding
PA14_RS01590	protein_coding
PA14_RS01595	protein_coding
PA14_RS01600	protein_coding
PA14_RS01605	protein_coding
PA14_RS01610	protein_coding
PA14_RS01615	protein_coding
PA14_RS01620	protein_coding
PA14_RS01625	protein_coding
PA14_RS01630	protein_coding
PA14_RS01635	protein_coding
PA14_RS01640	protein_coding
PA14_RS01645	protein_coding
PA14_RS01650	protein_coding
PA14_RS01655	protein_coding
PA14_RS01660	protein_coding
PA14_RS01665	protein_coding
PA14_RS01670	protein_coding
PA14_RS01675	protein_coding
PA14_RS01680	protein_coding
PA14_RS01685	protein_coding
PA14_RS01690	protein_coding
PA14_RS01695	protein_coding
PA14_RS01700	protein_coding
PA14_RS01705	protein_coding
PA14_RS01710	protein_coding
PA14_RS01715	protein_coding
PA14_RS01720	protein_coding
PA14_RS01725	protein_coding
PA14_RS01730	protein_coding
PA14_RS01735	protein_coding
PA14_RS01740	protein_coding
PA14_RS01745	protein_coding
PA14_RS01750	protein_coding
PA14_RS01755	protein_coding
PA14_RS01760	protein_coding
PA14_RS01765	protein_coding
PA14_RS01770	protein_coding
PA14_RS01775	protein_coding
PA14_RS01780	protein_coding
PA14_RS01785	protein_coding
PA14_RS01790	protein_coding
PA14_RS01795	protein_coding
PA14_RS01800	protein_coding
PA14_RS01805	protein_coding
PA14_RS01810	protein_coding
PA14_RS01815	protein_coding
PA14_RS01820	protein_coding
PA14_RS01825	protein_coding
PA14_RS01830	protein_coding
PA14_RS01835	protein_coding
PA14_RS01840	protein_coding
PA14_RS01845	protein_coding
PA14_RS01850	protein_coding
PA14_RS01855	protein_coding
PA14_RS01860	protein_coding
PA14_RS01865	protein_coding
PA14_RS01870	protein_coding
PA14_RS01875	protein_coding
PA14_RS01880	protein_coding
PA14_RS01885	protein_coding
PA14_RS01890	protein_coding
PA14_RS01895	protein_coding
PA14_RS01900	protein_coding
PA14_RS01905	protein_coding
PA14_RS01910	protein_coding
PA14_RS01915	protein_coding
PA14_RS01920	protein_coding
PA14_RS01925	protein_coding
PA14_RS01930	protein_coding
PA14_RS01935	protein_coding
PA14_RS01940	protein_coding
PA14_RS01945	protein_coding
PA14_RS01950	protein_coding
PA14_RS01955	protein_coding
PA14_RS01960	protein_coding
PA14_RS01965	protein_coding
PA14_RS01970	protein_coding
PA14_RS01975	protein_coding
PA14_RS01980	protein_coding
PA14_RS01985	protein_coding
PA14_RS01990	protein_coding
PA14_RS01995	protein_coding
PA14_RS02000	protein_coding
PA14_RS02005	protein_coding
PA14_RS02010	protein_coding
PA14_RS02015	protein_coding
PA14_RS02020	protein_coding
PA14_RS02025	protein_coding
PA14_RS02030	protein_coding
PA14_RS02035	protein_coding
PA14_RS02040	protein_coding
PA14_RS02045	protein_coding
PA14_RS02050	protein_coding
PA14_RS02055	protein_coding
PA14_RS02060	protein_coding
PA14_RS02065	protein_coding
PA14_RS02070	protein_coding
PA14_RS02075	protein_coding
PA14_RS02080	protein_coding
PA14_RS02085	protein_coding
PA14_RS02090	protein_coding
PA14_RS02095	protein_coding
PA14_RS02100	protein_coding
PA14_RS02105	protein_coding
PA14_RS02110	protein_coding
PA14_RS02115	protein_coding
PA14_RS02120	protein_coding
PA14_RS02125	protein_coding
PA14_RS02130	protein_coding
PA14_RS02135	protein_coding
PA14_RS02140	protein_coding
PA14_RS02145	protein_coding
PA14_RS02150	protein_coding
PA14_RS02155	protein_coding
PA14_RS02160	protein_coding
PA14_RS02165	protein_coding
PA14_RS02170	protein_coding
PA14_RS02175	protein_coding
PA14_RS02180	protein_coding
PA14_RS02185	protein_coding
PA14_RS02190	protein_coding
PA14_RS02195	protein_coding
PA14_RS02200	protein_coding
PA14_RS02205	protein_coding
PA14_RS02210	protein_coding
PA14_RS02215	protein_coding
PA14_RS02220	protein_coding
PA14_RS02225	protein_coding
PA14_RS02230	protein_coding
PA14_RS02235	protein_coding
PA14_RS02240	protein_coding
PA14_RS02245	protein_coding
PA14_RS02250	protein_coding
PA14_RS02255	protein_coding
PA14_RS02260	protein_coding
PA14_RS02265	protein_coding
PA14_RS02270	protein_coding
PA14_RS02275	protein_coding
PA14_RS02280	protein_coding
PA14_RS02285	protein_coding
PA14_RS02290	protein_coding
PA14_RS02295	protein_coding
PA14_RS02300	protein_coding
PA14_RS02305	protein_coding
PA14_RS02310	protein_coding
PA14_RS02315	protein_coding
PA14_RS02320	protein_coding
PA14_RS02325	protein_coding
PA14_RS02330	protein_coding
PA14_RS02340	protein_coding
PA14_RS02345	protein_coding
PA14_RS02350	protein_coding
PA14_RS02355	protein_coding
PA14_RS02360	protein_coding
PA14_RS02365	protein_coding
PA14_RS02370	protein_coding
PA14_RS02375	protein_coding
PA14_RS02380	protein_coding
PA14_RS02385	protein_coding
PA14_RS02390	protein_coding
PA14_RS02395	protein_coding
PA14_RS02400	protein_coding
PA14_RS02405	protein_coding
PA14_RS02410	protein_coding
PA14_RS02415	protein_coding
PA14_RS02420	protein_coding
PA14_RS02425	protein_coding
PA14_RS02430	protein_coding
PA14_RS02435	protein_coding
PA14_RS02440	protein_coding
PA14_RS02445	protein_coding
PA14_RS02450	protein_coding
PA14_RS02455	protein_coding
PA14_RS02460	protein_coding
PA14_RS02465	protein_coding
PA14_RS02470	protein_coding
PA14_RS02475	protein_coding
PA14_RS02480	protein_coding
PA14_RS02485	protein_coding
PA14_RS02490	protein_coding
PA14_RS02495	protein_coding
PA14_RS02500	protein_coding
PA14_RS02505	protein_coding
PA14_RS02510	protein_coding
PA14_RS02515	protein_coding
PA14_RS02520	protein_coding
PA14_RS02525	protein_coding
PA14_RS02530	protein_coding
PA14_RS02535	protein_coding
PA14_RS02540	protein_coding
PA14_RS02545	protein_coding
PA14_RS02550	protein_coding
PA14_RS02555	protein_coding
PA14_RS02560	protein_coding
PA14_RS02565	protein_coding
PA14_RS02570	protein_coding
PA14_RS02575	protein_coding
PA14_RS02580	protein_coding
PA14_RS02585	protein_coding
PA14_RS02590	protein_coding
PA14_RS02595	protein_coding
PA14_RS02600	protein_coding
PA14_RS02605	protein_coding
PA14_RS31630	protein_coding
PA14_RS02615	protein_coding
PA14_RS02620	protein_coding
PA14_RS02625	protein_coding
PA14_RS02630	protein_coding
PA14_RS02635	protein_coding
PA14_RS02640	protein_coding
PA14_RS02645	protein_coding
PA14_RS02650	protein_coding
PA14_RS02655	protein_coding
PA14_RS02660	protein_coding
PA14_RS02665	protein_coding
PA14_RS02670	protein_coding
PA14_RS02675	protein_coding
PA14_RS02680	protein_coding
PA14_RS02685	protein_coding
PA14_RS02690	protein_coding
PA14_RS02695	protein_coding
PA14_RS02700	protein_coding
PA14_RS02705	protein_coding
PA14_RS02710	protein_coding
PA14_RS02715	protein_coding
PA14_RS02720	protein_coding
PA14_RS02725	protein_coding
PA14_RS02730	protein_coding
PA14_RS02735	protein_coding
PA14_RS02740	protein_coding
PA14_RS02745	protein_coding
PA14_RS02750	protein_coding
PA14_RS02755	protein_coding
PA14_RS02760	protein_coding
PA14_RS02765	protein_coding
PA14_RS02770	protein_coding
PA14_RS02775	protein_coding
PA14_RS31340	protein_coding
PA14_RS02785	protein_coding
PA14_RS02790	protein_coding
PA14_RS02795	protein_coding
PA14_RS02800	protein_coding
PA14_RS02805	protein_coding
PA14_RS02810	protein_coding
PA14_RS02815	protein_coding
PA14_RS02820	protein_coding
PA14_RS02825	protein_coding
PA14_RS02830	protein_coding
PA14_RS02835	protein_coding
PA14_RS02840	protein_coding
PA14_RS02845	protein_coding
PA14_RS02850	protein_coding
PA14_RS02855	protein_coding
PA14_RS02860	protein_coding
PA14_RS02865	protein_coding
PA14_RS02870	protein_coding
PA14_RS02875	protein_coding
PA14_RS02880	protein_coding
PA14_RS02885	protein_coding
PA14_RS02890	protein_coding
PA14_RS02895	protein_coding
PA14_RS02900	protein_coding
PA14_RS31345	protein_coding
PA14_RS02910	protein_coding
PA14_RS02915	protein_coding
PA14_RS02920	protein_coding
PA14_RS02925	protein_coding
PA14_RS02930	protein_coding
PA14_RS02935	protein_coding
PA14_RS02940	protein_coding
PA14_RS02945	protein_coding
PA14_RS02950	protein_coding
PA14_RS02955	protein_coding
PA14_RS02960	protein_coding
PA14_RS02965	protein_coding
PA14_RS02970	protein_coding
PA14_RS02975	protein_coding
PA14_RS02980	protein_coding
PA14_RS31350	protein_coding
PA14_RS02985	protein_coding
PA14_RS02990	protein_coding
PA14_RS30070	pseudogene
PA14_RS02995	tRNA
PA14_RS03000	protein_coding
PA14_RS03005	protein_coding
PA14_RS03010	protein_coding
PA14_RS03015	protein_coding
PA14_RS03020	protein_coding
PA14_RS03025	protein_coding
PA14_RS03030	protein_coding
PA14_RS03035	protein_coding
PA14_RS03040	protein_coding
PA14_RS03045	protein_coding
PA14_RS03050	protein_coding
PA14_RS03055	protein_coding
PA14_RS03060	protein_coding
PA14_RS03065	protein_coding
PA14_RS03070	protein_coding
PA14_RS03075	protein_coding
PA14_RS03080	protein_coding
PA14_RS03085	protein_coding
PA14_RS03090	protein_coding
PA14_RS03095	protein_coding
PA14_RS03100	protein_coding
PA14_RS03105	protein_coding
PA14_RS03110	protein_coding
PA14_RS03115	protein_coding
PA14_RS03120	protein_coding
PA14_RS03125	protein_coding
PA14_RS03130	protein_coding
PA14_RS03135	protein_coding
PA14_RS03140	protein_coding
PA14_RS03145	protein_coding
PA14_RS03150	protein_coding
PA14_RS03155	protein_coding
PA14_RS03160	protein_coding
PA14_RS03165	protein_coding
PA14_RS03170	protein_coding
PA14_RS03175	protein_coding
PA14_RS03180	protein_coding
PA14_RS03185	protein_coding
PA14_RS03190	protein_coding
PA14_RS03195	protein_coding
PA14_RS03200	protein_coding
PA14_RS03205	protein_coding
PA14_RS03210	protein_coding
PA14_RS03215	protein_coding
PA14_RS03220	protein_coding
PA14_RS03225	protein_coding
PA14_RS03230	protein_coding
PA14_RS03235	protein_coding
PA14_RS03240	protein_coding
PA14_RS03245	protein_coding
PA14_RS03250	protein_coding
PA14_RS03255	protein_coding
PA14_RS03260	protein_coding
PA14_RS03265	protein_coding
PA14_RS03270	protein_coding
PA14_RS03275	protein_coding
PA14_RS03280	protein_coding
PA14_RS30075	protein_coding
PA14_RS03290	protein_coding
PA14_RS03295	protein_coding
PA14_RS03300	protein_coding
PA14_RS03305	protein_coding
PA14_RS03310	protein_coding
PA14_RS03315	protein_coding
PA14_RS03320	protein_coding
PA14_RS03325	protein_coding
PA14_RS03330	protein_coding
PA14_RS31185	protein_coding
PA14_RS03335	protein_coding
PA14_RS03340	protein_coding
PA14_RS03345	protein_coding
PA14_RS03350	protein_coding
PA14_RS03355	protein_coding
PA14_RS03360	protein_coding
PA14_RS03365	protein_coding
PA14_RS03370	protein_coding
PA14_RS03375	protein_coding
PA14_RS03380	protein_coding
PA14_RS03385	protein_coding
PA14_RS03390	protein_coding
PA14_RS03395	protein_coding
PA14_RS03400	protein_coding
PA14_RS03405	protein_coding
PA14_RS03410	protein_coding
PA14_RS03415	protein_coding
PA14_RS03420	protein_coding
PA14_RS03425	protein_coding
PA14_RS03430	protein_coding
PA14_RS03435	protein_coding
PA14_RS03440	protein_coding
PA14_RS03445	protein_coding
PA14_RS03450	rRNA
PA14_RS03455	tRNA
PA14_RS03460	tRNA
PA14_RS03465	rRNA
PA14_RS03470	rRNA
PA14_RS03475	protein_coding
PA14_RS03480	protein_coding
PA14_RS03485	protein_coding
PA14_RS03490	tRNA
PA14_RS03495	tRNA
PA14_RS03500	tRNA
PA14_RS03505	protein_coding
PA14_RS03510	tRNA
PA14_RS03515	protein_coding
PA14_RS03520	protein_coding
PA14_RS03525	protein_coding
PA14_RS03530	protein_coding
PA14_RS03535	protein_coding
PA14_RS03540	protein_coding
PA14_RS03545	protein_coding
PA14_RS03550	protein_coding
PA14_RS03555	protein_coding
PA14_RS03560	protein_coding
PA14_RS03565	protein_coding
PA14_RS03570	protein_coding
PA14_RS03575	protein_coding
PA14_RS03580	protein_coding
PA14_RS03585	protein_coding
PA14_RS03590	protein_coding
PA14_RS03595	protein_coding
PA14_RS03600	protein_coding
PA14_RS03605	protein_coding
PA14_RS03610	protein_coding
PA14_RS03615	protein_coding
PA14_RS03620	protein_coding
PA14_RS03625	protein_coding
PA14_RS03630	protein_coding
PA14_RS03635	protein_coding
PA14_RS03640	protein_coding
PA14_RS03645	protein_coding
PA14_RS03650	protein_coding
PA14_RS03655	protein_coding
PA14_RS03660	protein_coding
PA14_RS03665	protein_coding
PA14_RS03670	protein_coding
PA14_RS03675	protein_coding
PA14_RS03680	protein_coding
PA14_RS03685	protein_coding
PA14_RS03690	protein_coding
PA14_RS03695	protein_coding
PA14_RS03700	protein_coding
PA14_RS03705	protein_coding
PA14_RS03710	protein_coding
PA14_RS03715	protein_coding
PA14_RS03720	protein_coding
PA14_RS03725	protein_coding
PA14_RS03730	protein_coding
PA14_RS03735	protein_coding
PA14_RS03740	protein_coding
PA14_RS03745	protein_coding
PA14_RS03750	protein_coding
PA14_RS03755	protein_coding
PA14_RS03760	protein_coding
PA14_RS03765	protein_coding
PA14_RS03770	protein_coding
PA14_RS03775	protein_coding
PA14_RS03780	protein_coding
PA14_RS03785	protein_coding
PA14_RS03790	protein_coding
PA14_RS03795	protein_coding
PA14_RS03800	protein_coding
PA14_RS03805	protein_coding
PA14_RS03810	protein_coding
PA14_RS03815	protein_coding
PA14_RS03820	protein_coding
PA14_RS03825	protein_coding
PA14_RS03830	protein_coding
PA14_RS03835	protein_coding
PA14_RS03840	protein_coding
PA14_RS03845	protein_coding
PA14_RS03850	protein_coding
PA14_RS03855	protein_coding
PA14_RS03860	protein_coding
PA14_RS03865	protein_coding
PA14_RS03870	protein_coding
PA14_RS03875	protein_coding
PA14_RS03880	protein_coding
PA14_RS03885	protein_coding
PA14_RS03890	protein_coding
PA14_RS03895	protein_coding
PA14_RS03900	protein_coding
PA14_RS03905	protein_coding
PA14_RS03910	protein_coding
PA14_RS03915	protein_coding
PA14_RS03920	protein_coding
PA14_RS03925	protein_coding
PA14_RS03930	protein_coding
PA14_RS03935	protein_coding
PA14_RS03940	protein_coding
PA14_RS03945	protein_coding
PA14_RS03950	protein_coding
PA14_RS03955	protein_coding
PA14_RS03960	protein_coding
PA14_RS03965	protein_coding
PA14_RS03970	protein_coding
PA14_RS03975	protein_coding
PA14_RS03980	protein_coding
PA14_RS03985	protein_coding
PA14_RS03990	protein_coding
PA14_RS03995	protein_coding
PA14_RS04000	protein_coding
PA14_RS04005	protein_coding
PA14_RS04010	protein_coding
PA14_RS04015	protein_coding
PA14_RS04020	protein_coding
PA14_RS04025	protein_coding
PA14_RS04030	protein_coding
PA14_RS04035	protein_coding
PA14_RS04040	protein_coding
PA14_RS04045	protein_coding
PA14_RS04050	protein_coding
PA14_RS04055	protein_coding
PA14_RS04060	protein_coding
PA14_RS04065	protein_coding
PA14_RS04070	protein_coding
PA14_RS04075	protein_coding
PA14_RS04080	protein_coding
PA14_RS04085	protein_coding
PA14_RS04090	protein_coding
PA14_RS04095	protein_coding
PA14_RS04100	protein_coding
PA14_RS04105	protein_coding
PA14_RS04110	protein_coding
PA14_RS04115	protein_coding
PA14_RS04120	protein_coding
PA14_RS04125	protein_coding
PA14_RS04130	protein_coding
PA14_RS04135	protein_coding
PA14_RS04140	protein_coding
PA14_RS04145	protein_coding
PA14_RS04150	protein_coding
PA14_RS04155	protein_coding
PA14_RS04160	protein_coding
PA14_RS04165	protein_coding
PA14_RS04170	protein_coding
PA14_RS04175	protein_coding
PA14_RS04180	protein_coding
PA14_RS04185	protein_coding
PA14_RS04190	protein_coding
PA14_RS04195	protein_coding
PA14_RS04200	protein_coding
PA14_RS04205	protein_coding
PA14_RS04210	protein_coding
PA14_RS04215	protein_coding
PA14_RS04220	protein_coding
PA14_RS04225	protein_coding
PA14_RS04230	protein_coding
PA14_RS04235	protein_coding
PA14_RS04240	protein_coding
PA14_RS04245	protein_coding
PA14_RS04250	protein_coding
PA14_RS04255	protein_coding
PA14_RS04260	protein_coding
PA14_RS04265	protein_coding
PA14_RS04270	protein_coding
PA14_RS04275	protein_coding
PA14_RS04280	protein_coding
PA14_RS04285	protein_coding
PA14_RS04290	protein_coding
PA14_RS04295	protein_coding
PA14_RS04300	protein_coding
PA14_RS04305	protein_coding
PA14_RS04310	protein_coding
PA14_RS04315	protein_coding
PA14_RS04320	protein_coding
PA14_RS04325	protein_coding
PA14_RS04330	protein_coding
PA14_RS04335	protein_coding
PA14_RS04340	protein_coding
PA14_RS04345	protein_coding
PA14_RS04350	protein_coding
PA14_RS04355	protein_coding
PA14_RS04360	protein_coding
PA14_RS04365	protein_coding
PA14_RS04370	protein_coding
PA14_RS04375	protein_coding
PA14_RS04380	protein_coding
PA14_RS04385	protein_coding
PA14_RS04390	protein_coding
PA14_RS04395	protein_coding
PA14_RS04400	protein_coding
PA14_RS04405	protein_coding
PA14_RS04410	protein_coding
PA14_RS04415	protein_coding
PA14_RS04420	protein_coding
PA14_RS04425	protein_coding
PA14_RS04430	protein_coding
PA14_RS04435	protein_coding
PA14_RS04440	protein_coding
PA14_RS04445	protein_coding
PA14_RS04450	protein_coding
PA14_RS04455	protein_coding
PA14_RS04460	protein_coding
PA14_RS04465	protein_coding
PA14_RS04470	protein_coding
PA14_RS04475	protein_coding
PA14_RS04480	protein_coding
PA14_RS04485	protein_coding
PA14_RS04490	protein_coding
PA14_RS04495	protein_coding
PA14_RS04500	protein_coding
PA14_RS04505	protein_coding
PA14_RS04510	protein_coding
PA14_RS04515	protein_coding
PA14_RS04520	protein_coding
PA14_RS04525	protein_coding
PA14_RS04530	protein_coding
PA14_RS04535	protein_coding
PA14_RS04540	protein_coding
PA14_RS04545	protein_coding
PA14_RS04550	protein_coding
PA14_RS04555	protein_coding
PA14_RS04560	protein_coding
PA14_RS04565	protein_coding
PA14_RS04570	protein_coding
PA14_RS04575	protein_coding
PA14_RS04580	protein_coding
PA14_RS04585	protein_coding
PA14_RS04590	protein_coding
PA14_RS04595	protein_coding
PA14_RS04600	protein_coding
PA14_RS04605	protein_coding
PA14_RS04610	protein_coding
PA14_RS04615	protein_coding
PA14_RS04620	protein_coding
PA14_RS04625	protein_coding
PA14_RS04630	protein_coding
PA14_RS04635	protein_coding
PA14_RS04640	protein_coding
PA14_RS04645	protein_coding
PA14_RS04650	protein_coding
PA14_RS04655	protein_coding
PA14_RS04660	protein_coding
PA14_RS04665	protein_coding
